epoch,loss,val_loss,seconds
1,0.20042778551578522,0.1511646807193756,56.0337243099998
2,0.12433741241693497,0.13756492733955383,79.46177368300005
3,0.11338202655315399,0.14131851494312286,52.61725476899983
4,0.109181709587574,0.14471563696861267,52.72817052299979
5,0.10685594379901886,0.1487511545419693,53.11067311500028
6,0.10457093268632889,0.14533230662345886,52.15381130500009
7,0.10280061513185501,0.1412857323884964,53.10230688699994
